Unnamed: 0,title,duration,album,date,artist,genre,style,id,country,source,lyrics,language,clean_lyrics,sentiment_score,year,month,day
390,Random Hearts,,Heart Burns,2008,Tom Gabel,Rock,Punk,8373616,Australia,discogs,"3 ContributorsRandom Hearts (Acoustic Version) LyricsGive me all the hate you feel
Binge and purge
All that we cannot change we're going to destroy
Breathe in the CFCs
We're in this together
Random hearts that beat for each other
Random hearts in a cruel, cruel world

I don't care what you hear. I know the way it sounds to me
Broken fingers form broken chords, the effort is indelible
The frequency does not decay
We're in this together
Random hearts that beat for each other
Random hearts in a cruel, cruel world

The only war you'll ever know is what you see in the movies
Suburban TV babies, we share the same accent
American disillusion
We're in this together
Random hearts that beat for each other
Random hearts in a cruel, cruel world",en,"Give me all the hate you feel Binge and purge All that we cannot change we're going to destroy Breathe in the CFCs We're in this together Random hearts that beat for each other Random hearts in a cruel, cruel world I don't care what you hear. I know the way it sounds to me Broken fingers form broken chords, the effort is indelible The frequency does not decay We're in this together Random hearts that beat for each other Random hearts in a cruel, cruel world The only war you'll ever know is what you see in the movies Suburban TV babies, we share the same accent American disillusion We're in this together Random hearts that beat for each other Random hearts in a cruel, cruel world",0.6381961703300476,2008.0,,
391,Conceptual Paths,,Heart Burns,2008,Tom Gabel,Rock,Punk,8373616,Australia,discogs,"1 ContributorConceptual paths - ep version LyricsConceptual paths wide open, I'm scared to death
Existential weight no longer holds you back
Conceptual paths wide open, I'm scared to death
I'm ready for the future, I'm ready for what happens next

If you don't know how you're gonna eat tomorrow
You can get what you want, you can get what you want
If you don't know where you're gonna sleep tomorrow
You can get what you want, you can get what you want

Conceptual paths wide open, I'm scared to death
Existential weight no longer holds you back
Conceptual paths wide open, I'm scared to death
I'm ready for the future, I'm ready for what happens next

Abstract illusions of a free mind
You don't owe anything to anyone
You don't owe anything to anyone

Abstract illusions of a free will
You don't owe anything to anyone
You don't owe anything to anyone

Don't spend your life paying rent to a slum lord

Conceptual paths wide open, I'm scared to death
Existential weight no longer holds you back
Conceptual paths wide open, I'm scared to death
I'm ready for the future, I'm ready for what happens next",en,"Conceptual paths wide open, I'm scared to death Existential weight no longer holds you back Conceptual paths wide open, I'm scared to death I'm ready for the future, I'm ready for what happens next If you don't know how you're gonna eat tomorrow You can get what you want, you can get what you want If you don't know where you're gonna sleep tomorrow You can get what you want, you can get what you want Conceptual paths wide open, I'm scared to death Existential weight no longer holds you back Conceptual paths wide open, I'm scared to death I'm ready for the future, I'm ready for what happens next Abstract illusions of a free mind You don't owe anything to anyone You don't owe anything to anyone Abstract illusions of a free will You don't owe anything to anyone You don't owe anything to anyone Don't spend your life paying rent to a slum lord Conceptual paths wide open, I'm scared to death Existential weight no longer holds you back Conceptual paths wide open, I'm scared to death I'm ready for the future, I'm ready for what happens next",0.9702945947647096,2008.0,,
392,Cowards Sing At Night,,Heart Burns,2008,Tom Gabel,Rock,Punk,8373616,Australia,discogs,"2 ContributorsCowards sing at night - ep version LyricsDistinctions of courage, only cowards sing at night
Human blood sure affirms we are noble by our suffering
I don't believe in exceptionalism
I still have hope for the future
Come back home, Johnny
Come back home, Johnny
Come back home from being numb

Without resolve you are self-assured
With eager anticipation you are ready for war
Faith in your fathers and in the family
I hold no regard, I am unapologetic

Come back home, Johnny
Come back home, Johnny
Come back home from being numb

Your war is over
Your war is over
Your war is over, Johnny",en,"Distinctions of courage, only cowards sing at night Human blood sure affirms we are noble by our suffering I don't believe in exceptionalism I still have hope for the future Come back home, Johnny Come back home, Johnny Come back home from being numb Without resolve you are self-assured With eager anticipation you are ready for war Faith in your fathers and in the family I hold no regard, I am unapologetic Come back home, Johnny Come back home, Johnny Come back home from being numb Your war is over Your war is over Your war is over, Johnny",0.9959962368011476,2008.0,,
393,Amputations,,Heart Burns,2008,Tom Gabel,Rock,Punk,8373616,Australia,discogs,"1 ContributorAmputations - ep version Lyrics""Amputations""
There's no rock and roll in the desert
There's no singing, there's no dancing
There's no heat between lovers on a summer night

Young love (Young love)
Doesn't everyone deserve to be young and in love?
Young love (Young love)
Doesn't everyone deserve to be young and in love?

There's no rock and roll in the desert
There's no singing, there's no dancing
There's no heat between lovers on a summer night

Amputations (Amputations)
Coming home from our fathers wars
Amputations (Amputations)
Coming home to mother from our fathers wars
We were just children

What kind of future are you promising us?
What kind of future are you promising us?
What kind of future are you promising us?
Just another generation
Just another generation
Just another generation living under threat of the bomb
God save us all",en,"""Amputations"" There's no rock and roll in the desert There's no singing, there's no dancing There's no heat between lovers on a summer night Young love (Young love) Doesn't everyone deserve to be young and in love? Young love (Young love) Doesn't everyone deserve to be young and in love? There's no rock and roll in the desert There's no singing, there's no dancing There's no heat between lovers on a summer night Amputations (Amputations) Coming home from our fathers wars Amputations (Amputations) Coming home to mother from our fathers wars We were just children What kind of future are you promising us? What kind of future are you promising us? What kind of future are you promising us? Just another generation Just another generation Just another generation living under threat of the bomb God save us all",-0.9952404499053956,2008.0,,
394,Anna Is A Stool Pigeon,,Heart Burns,2008,Tom Gabel,Rock,Punk,8373616,Australia,discogs,"1 ContributorAnna is a stool pigeon - ep version LyricsEric, Ren and Jensen were activists
Heads loaded with theory, their hearts are filled with passion
Shared the same left wing politics
Eric, Ren and Jensen were activists
Heads loaded with theory, their hearts are filled with passion
Shared the same left wing politics
Liked the same music, they were part of the protest movement
Now, Anna presented herself as a feminist
Studied the way they talked and dressed
Fashioned herself an anarchist
Eric fell in love with Anna at the meeting of the crime think conference
He didn't know it but Anna was an FBI informant

Eric fell in love with an FBI informant
Shared his dreams of revolution
Now he's sitting in solitary confinement
Be careful what you think
Be careful what you say
It might be used against you in court one day
Well Anna thinks she's a hawk
She's just a fucking snitch

The headlines called them the believers
Comparisons were made to a terrorist organization
Well Anna had the car, Anna paid the rent
Anna helped find the recipe to make the explosives
She encouraged her friends to follow through with their plans
They were gonna build a bomb and blow up the Nimbus Dam
Their conversations were being recorded
They didn't know it but Anna was an FBI informant


Eric fell in love with an FBI informant
Shared his dreams of revolution
Now he's sitting in solitary confinement
Be careful what you think
Be careful what you say
It might be used against you in court one day
Well Anna thinks she's a hawk
She's just a fucking snitch

Black suburbans and AR-15 rifles
Agents made their arrests in a K-Mart parking lot
Caught with the supplies for the bomb in hand
The three were charged with conspiracy against the government
Ren and Jensen traded testimony in exchange for leniency
Eric was sentenced to twenty years in the penitentiary
Eric, Ren and Jensen were activists
They didn't know it but Anna was an FBI informant

Eric fell in love with an FBI informant
Shared his dreams of revolution
Now he's sitting in solitary confinement
Be careful what you think
Be careful what you say
It might be used against you in court one day
Well Anna thinks she's a hawk
She's just a fucking snitch",en,"Eric, Ren and Jensen were activists Heads loaded with theory, their hearts are filled with passion Shared the same left wing politics Eric, Ren and Jensen were activists Heads loaded with theory, their hearts are filled with passion Shared the same left wing politics Liked the same music, they were part of the protest movement Now, Anna presented herself as a feminist Studied the way they talked and dressed Fashioned herself an anarchist Eric fell in love with Anna at the meeting of the crime think conference He didn't know it but Anna was an FBI informant Eric fell in love with an FBI informant Shared his dreams of revolution Now he's sitting in solitary confinement Be careful what you think Be careful what you say It might be used against you in court one day Well Anna thinks she's a hawk She's just a fucking snitch The headlines called them the believers Comparisons were made to a terrorist organization Well Anna had the car, Anna paid the rent Anna helped find the recipe to make the explosives She encouraged her friends to follow through with their plans They were gonna build a bomb and blow up the Nimbus Dam Their conversations were being recorded They didn't know it but Anna was an FBI informant Eric fell in love with an FBI informant Shared his dreams of revolution Now he's sitting in solitary confinement Be careful what you think Be careful what you say It might be used against you in court one day Well Anna thinks she's a hawk She's just a fucking snitch Black suburbans and AR-15 rifles Agents made their arrests in a K-Mart parking lot Caught with the supplies for the bomb in hand The three were charged with conspiracy against the government Ren and Jensen traded testimony in exchange for leniency Eric was sentenced to twenty years in the penitentiary Eric, Ren and Jensen were activists They didn't know it but Anna was an FBI informant Eric fell in love with an FBI informant Shared his dreams of revolution Now he's sitting in solitary confinement Be careful what you think Be careful what you say It might be used against you in court one day Well Anna thinks she's a hawk She's just a fucking snitch",-0.9962945580482484,2008.0,,
395,Harsh Realms,,Heart Burns,2008,Tom Gabel,Rock,Punk,8373616,Australia,discogs,"1 ContributorHarsh realms - ep version LyricsI'm waking up in night terrors
Can't stop the future
Keeps pushing me ahead
I feel the weight of the world crushing down on me
And time seems so linear
Decisions seem so absolute

Yeah it's a harsh realm
Yeah it's a harsh realm
Don't abandon me
Don't abandon me

There's a million things to get done today
I can't calm down, I can't think straight
You give a little bit of time everyone you meet
And what do you say for yourself?
How much money do you need
To give yourself a sense of security?",en,"I'm waking up in night terrors Can't stop the future Keeps pushing me ahead I feel the weight of the world crushing down on me And time seems so linear Decisions seem so absolute Yeah it's a harsh realm Yeah it's a harsh realm Don't abandon me Don't abandon me There's a million things to get done today I can't calm down, I can't think straight You give a little bit of time everyone you meet And what do you say for yourself? How much money do you need To give yourself a sense of security?",0.9860279560089112,2008.0,,
396,Jars,160.0,The Gallows / Royal College O' Surgeons,2008,Gareth S Brown,"Electronic, Rock","Folk Rock, Post Rock, Experimental",1488754,UK,discogs,"9 ContributorsCarmen Winstead Lyrics[Intro]
Hi my name is Carmen Winstead
[Verse: Carmen Winstead]
I'm 17 years old
I am very similar to you
Did I mention to you that I'm dead?
A few years ago a group of girls pushed me down a sewer hole to try and embarrass me
When I didn't come back up the police came
The girl said that I had fell and everyone believed them
The police found my body in the sewer
I had a broken neck and my face was torn off
Send this message to 15 peoplе after you listened thе whole message if you value your life
A boy called David received this message
He just left and deleted it
When he was in the shower he heard laughing
My laughter. He got really scared and rushed to his phone to repost this message but he was too late
The next morning his mom entered his bedroom and all she found was a message written in his blood saying 'You will never have him back'
No one has found his body yet because he is with me
A girl called Charlotte received this message and she immediately sent it to 25 people, 10 more than required
I still watch over every second of her life to make sure that she is safe and to keep her and everyone close to her out of danger
Send this to 15 people in the next five minutes if you don't want your fate to be the same as David's
Your time starts now
The story is true you can research it on Google",en,"Hi my name is Carmen Winstead I'm 17 years old I am very similar to you Did I mention to you that I'm dead? A few years ago a group of girls pushed me down a sewer hole to try and embarrass me When I didn't come back up the police came The girl said that I had fell and everyone believed them The police found my body in the sewer I had a broken neck and my face was torn off Send this message to 15 peoplе after you listened thе whole message if you value your life A boy called David received this message He just left and deleted it When he was in the shower he heard laughing My laughter. He got really scared and rushed to his phone to repost this message but he was too late The next morning his mom entered his bedroom and all she found was a message written in his blood saying 'You will never have him back' No one has found his body yet because he is with me A girl called Charlotte received this message and she immediately sent it to 25 people, 10 more than required I still watch over every second of her life to make sure that she is safe and to keep her and everyone close to her out of danger Send this to 15 people in the next five minutes if you don't want your fate to be the same as David's Your time starts now The story is true you can research it on Google",-0.9891151189804076,2008.0,,
397,Het Is Een Nacht,,Groots Met Een Zachte G - Live In Het Philips Stadion 2008,2008,Guus Meeuwis,Pop,,7128879,Netherlands,discogs,"3 ContributorsThis Is A Night (Het Is Een Nacht) LyricsJe vraagt of ik zin heb in een sigaret
Het is twee uur s'nachts we liggen op bed
In een hotel, in een stad
Waar niemand ons hoort
Waar niemand ons kent en niemand ons stoort
Op de vloer, ligt een lege fles wijn
En kledingstukken die van jou of mij kunnen zijn
De schemering, de radio zacht
En deze nacht heeft alles wat ik van een nacht verwacht

This is a night (A night)
Something out of a movie from Hollywood (Hollywood)
This is a night (A night)
Like your favourite song, makes you feel so good (Feel so good)
This amazing night, I will remember until my time is true
Because I got to spend this night with you, ohohw

Well it's five o'clock, we share another sigaret
We're talking about a night that we will never forget
No destination, we went for a ride
Somewhere to run, some place to hide
And really soon, it's all over too fast
We're going back to nothing, so we are making it last
Ohw baby, why does it have to end
I hold you clo-se, I'm gonna love you once agai-n
(live performance: please let me hold you once ag-ain)


Het is een nacht (A night)
Die je normaal alleen in films ziet (Hollywood)
Het is een nacht (A night)
Die wordt bezongen in het mooiste lied (Feels so good)
Het is een nacht, waarvan ik dacht dat ik hem, nooit beleven zou
Maar vanacht beleef ik hem met jou ohohohw

What a night (What a night)
Ohw yeah (Ohw yeah)
What a ni-ght

Well it's the very first one together, I really had a wonderful time
Tell me all of your nights, will be mi-ne

This is a night, something out of a movie from Hollywood
This is a night, like your favourite song
Makes you feel so good (Feel so good)
This amazing night, I will remember until my time is true
Because I got to spend this night with you, ohyeah
Because I got to spend this night with you, allright
Because I got to spend this night with you, all night
Because I got to spend this night with you",en,"Je vraagt of ik zin heb in een sigaret Het is twee uur s'nachts we liggen op bed In een hotel, in een stad Waar niemand ons hoort Waar niemand ons kent en niemand ons stoort Op de vloer, ligt een lege fles wijn En kledingstukken die van jou of mij kunnen zijn De schemering, de radio zacht En deze nacht heeft alles wat ik van een nacht verwacht This is a night (A night) Something out of a movie from Hollywood (Hollywood) This is a night (A night) Like your favourite song, makes you feel so good (Feel so good) This amazing night, I will remember until my time is true Because I got to spend this night with you, ohohw Well it's five o'clock, we share another sigaret We're talking about a night that we will never forget No destination, we went for a ride Somewhere to run, some place to hide And really soon, it's all over too fast We're going back to nothing, so we are making it last Ohw baby, why does it have to end I hold you clo-se, I'm gonna love you once agai-n (live performance: please let me hold you once ag-ain) Het is een nacht (A night) Die je normaal alleen in films ziet (Hollywood) Het is een nacht (A night) Die wordt bezongen in het mooiste lied (Feels so good) Het is een nacht, waarvan ik dacht dat ik hem, nooit beleven zou Maar vanacht beleef ik hem met jou ohohohw What a night (What a night) Ohw yeah (Ohw yeah) What a ni-ght Well it's the very first one together, I really had a wonderful time Tell me all of your nights, will be mi-ne This is a night, something out of a movie from Hollywood This is a night, like your favourite song Makes you feel so good (Feel so good) This amazing night, I will remember until my time is true Because I got to spend this night with you, ohyeah Because I got to spend this night with you, allright Because I got to spend this night with you, all night Because I got to spend this night with you",0.993458926677704,2008.0,,
398,Het Is Een Nacht,,Groots Met Een Zachte G - Live In Het Philips Stadion 2008,2008,Guus Meeuwis,Pop,,7128879,Netherlands,discogs,"3 ContributorsThis Is A Night (Het Is Een Nacht) LyricsJe vraagt of ik zin heb in een sigaret
Het is twee uur s'nachts we liggen op bed
In een hotel, in een stad
Waar niemand ons hoort
Waar niemand ons kent en niemand ons stoort
Op de vloer, ligt een lege fles wijn
En kledingstukken die van jou of mij kunnen zijn
De schemering, de radio zacht
En deze nacht heeft alles wat ik van een nacht verwacht

This is a night (A night)
Something out of a movie from Hollywood (Hollywood)
This is a night (A night)
Like your favourite song, makes you feel so good (Feel so good)
This amazing night, I will remember until my time is true
Because I got to spend this night with you, ohohw

Well it's five o'clock, we share another sigaret
We're talking about a night that we will never forget
No destination, we went for a ride
Somewhere to run, some place to hide
And really soon, it's all over too fast
We're going back to nothing, so we are making it last
Ohw baby, why does it have to end
I hold you clo-se, I'm gonna love you once agai-n
(live performance: please let me hold you once ag-ain)


Het is een nacht (A night)
Die je normaal alleen in films ziet (Hollywood)
Het is een nacht (A night)
Die wordt bezongen in het mooiste lied (Feels so good)
Het is een nacht, waarvan ik dacht dat ik hem, nooit beleven zou
Maar vanacht beleef ik hem met jou ohohohw

What a night (What a night)
Ohw yeah (Ohw yeah)
What a ni-ght

Well it's the very first one together, I really had a wonderful time
Tell me all of your nights, will be mi-ne

This is a night, something out of a movie from Hollywood
This is a night, like your favourite song
Makes you feel so good (Feel so good)
This amazing night, I will remember until my time is true
Because I got to spend this night with you, ohyeah
Because I got to spend this night with you, allright
Because I got to spend this night with you, all night
Because I got to spend this night with you",en,"Je vraagt of ik zin heb in een sigaret Het is twee uur s'nachts we liggen op bed In een hotel, in een stad Waar niemand ons hoort Waar niemand ons kent en niemand ons stoort Op de vloer, ligt een lege fles wijn En kledingstukken die van jou of mij kunnen zijn De schemering, de radio zacht En deze nacht heeft alles wat ik van een nacht verwacht This is a night (A night) Something out of a movie from Hollywood (Hollywood) This is a night (A night) Like your favourite song, makes you feel so good (Feel so good) This amazing night, I will remember until my time is true Because I got to spend this night with you, ohohw Well it's five o'clock, we share another sigaret We're talking about a night that we will never forget No destination, we went for a ride Somewhere to run, some place to hide And really soon, it's all over too fast We're going back to nothing, so we are making it last Ohw baby, why does it have to end I hold you clo-se, I'm gonna love you once agai-n (live performance: please let me hold you once ag-ain) Het is een nacht (A night) Die je normaal alleen in films ziet (Hollywood) Het is een nacht (A night) Die wordt bezongen in het mooiste lied (Feels so good) Het is een nacht, waarvan ik dacht dat ik hem, nooit beleven zou Maar vanacht beleef ik hem met jou ohohohw What a night (What a night) Ohw yeah (Ohw yeah) What a ni-ght Well it's the very first one together, I really had a wonderful time Tell me all of your nights, will be mi-ne This is a night, something out of a movie from Hollywood This is a night, like your favourite song Makes you feel so good (Feel so good) This amazing night, I will remember until my time is true Because I got to spend this night with you, ohyeah Because I got to spend this night with you, allright Because I got to spend this night with you, all night Because I got to spend this night with you",0.993458926677704,2008.0,,
399,Martin,,A.B. Rose,2008,Sttellla,Pop,"Chanson, Parody",5736908,Belgium,discogs,"1 ContributorStella and Charlie Got Married LyricsI'm burning your 'ouses down as soon as I'm back from Marbella, you slag
Yeah, I'll 'ave another couple of pints of Saint Ella
The national drink of Essex, urrrggh

He wasn't the marrying kind
He had mayhem in mind
As we so often find
Beer money, it's wonderful stuff
But you're knackered if there isn't enough
She's worked up a hell of a thirst
She was careful at first
But the evening was cursed
It's always a drink and a fight
Or you haven't had your Friday night

Hey, hey, a hell of a day
Stella married Charlie
They were doing okay
They're coming up for trial on the seventh of May
Take my cash and throw it down the drain
Stella and Charlie got married

Two weeks and a place in the sun
You can do it in one
Well, it's gotta be done
Gets boring, but spend enough time
And you cease to really see it as a crime
Saint Ella, a couple of grams
You'll be well on your way
You can pass your exams
No money, you've given the lot
To the parish of the cold and the hot


Hey, hey, a hell of a day
Stella married Charlie
They were doing okay
They're coming up for trial on the seventh of May
Take my cash and throw it all away
Stella and Charlie got married",en,"I'm burning your 'ouses down as soon as I'm back from Marbella, you slag Yeah, I'll 'ave another couple of pints of Saint Ella The national drink of Essex, urrrggh He wasn't the marrying kind He had mayhem in mind As we so often find Beer money, it's wonderful stuff But you're knackered if there isn't enough She's worked up a hell of a thirst She was careful at first But the evening was cursed It's always a drink and a fight Or you haven't had your Friday night Hey, hey, a hell of a day Stella married Charlie They were doing okay They're coming up for trial on the seventh of May Take my cash and throw it down the drain Stella and Charlie got married Two weeks and a place in the sun You can do it in one Well, it's gotta be done Gets boring, but spend enough time And you cease to really see it as a crime Saint Ella, a couple of grams You'll be well on your way You can pass your exams No money, you've given the lot To the parish of the cold and the hot Hey, hey, a hell of a day Stella married Charlie They were doing okay They're coming up for trial on the seventh of May Take my cash and throw it all away Stella and Charlie got married",-0.9934384226799012,2008.0,,
400,Prime,148.0,This Is It And I Am It And You Are It And So Is That And He Is It And She Is It And It Is It And That Is That,2008,Marnie Stern,Rock,"Alternative Rock, Math Rock, Indie Rock",8760011,Canada,discogs,"3 ContributorsPrime LyricsI made a start
Looked back just once
Rebels of the frontier
I can make it make sense
Defenders of the real
All I can see are dolphins
I feel close to them
And no one else
Road to nowhere
Point of no return
Stream of consciousness

He was just one
Like a prime number
He was devoid of plus
He looked up waited, so frustrated
I am vanishing into the trees
Defenders get onto your knees
Defenders get onto your knees",en,"I made a start Looked back just once Rebels of the frontier I can make it make sense Defenders of the real All I can see are dolphins I feel close to them And no one else Road to nowhere Point of no return Stream of consciousness He was just one Like a prime number He was devoid of plus He looked up waited, so frustrated I am vanishing into the trees Defenders get onto your knees Defenders get onto your knees",-0.9982548356056212,2008.0,,
401,Transformer,129.0,This Is It And I Am It And You Are It And So Is That And He Is It And She Is It And It Is It And That Is That,2008,Marnie Stern,Rock,"Alternative Rock, Math Rock, Indie Rock",8760011,Canada,discogs,"5 ContributorsTransformer LyricsI cannot be all these things to you. It's true
My arms hang down, my legs don't fight
My fingers believing for you and for me
But no way I, I cannot be all these things to you

The future is yours, so fill this part in
The future is yours, so fill this part in
The future is yours, so fill this part in

I turn this moment into something new, It's true
Are you ready, to feel alive?
The ancient echoes crawling out from my insides
No way I, I cannot be all these things to you

Evolve or die complications
Look at that figure
It's bringing back a type of pull you can't make up
Continue to raise it up

I cannot be all these things to you. It's true
My arms hang down, my legs don't fight",en,"I cannot be all these things to you. It's true My arms hang down, my legs don't fight My fingers believing for you and for me But no way I, I cannot be all these things to you The future is yours, so fill this part in The future is yours, so fill this part in The future is yours, so fill this part in I turn this moment into something new, It's true Are you ready, to feel alive? The ancient echoes crawling out from my insides No way I, I cannot be all these things to you Evolve or die complications Look at that figure It's bringing back a type of pull you can't make up Continue to raise it up I cannot be all these things to you. It's true My arms hang down, my legs don't fight",0.9938632249832152,2008.0,,
402,Shea Stadium,218.0,This Is It And I Am It And You Are It And So Is That And He Is It And She Is It And It Is It And That Is That,2008,Marnie Stern,Rock,"Alternative Rock, Math Rock, Indie Rock",8760011,Canada,discogs,"2 ContributorsShea Stadium LyricsEnter, we stop them
Center, we hold it
Center, we carry
Center, we enter

Bigger than big, that's how you start it
Bigger than big, that's how you start it

Right into the night

Center, we stop them
Center, we hold it
Center, we carry
Center, we enter

Bigger than big, that's how you start it
Bigger than big, that's how you start it

You said to me, I'm empty-hearted
Bigger than big that's how you parted

Right into the night
Right into the night",en,"Enter, we stop them Center, we hold it Center, we carry Center, we enter Bigger than big, that's how you start it Bigger than big, that's how you start it Right into the night Center, we stop them Center, we hold it Center, we carry Center, we enter Bigger than big, that's how you start it Bigger than big, that's how you start it You said to me, I'm empty-hearted Bigger than big that's how you parted Right into the night Right into the night",-0.990718424320221,2008.0,,
403,Ruler,233.0,This Is It And I Am It And You Are It And So Is That And He Is It And She Is It And It Is It And That Is That,2008,Marnie Stern,Rock,"Alternative Rock, Math Rock, Indie Rock",8760011,Canada,discogs,"2 ContributorsRuler LyricsI have not slept for nights
I look back over my shoulder just once
That is right, nothing can hold me down
I'll drag your body into the wild west
But we will get out alive, this much I know

Ruler of the..
Ruler of the..
Ruler of the..
Ruler of the..

Grabbing victory out of the jaws of defeat
Is there no way out of the mind?
There are things to find
Chaos is a friend of mine
Grabbing victory out of the jaws of defeat
Is there no way out of the mind?
There are things to find
Chaos is a friend of mine

It takes pressure to make a diamond out of coal
Staring through clothes, I can see hearts where I go
What I need now is a gut feeling to let me know
What I need now is a gut feeling to let me know

Ruler of the..
Ruler of the..
Ruler of the..
Ruler of the..


Grabbing victory out of the jaws of defeat
Is there no way out of the mind?
There are things to find
Chaos is a friend of mine
Grabbing victory out of the jaws of defeat
Is there no way out of the mind?
There are things to find
Chaos is a friend of mine

I have not slept for nights
I look back over my shoulder just once
That is right, nothing can hold me down
I'll drag your body into the civil war
But we will get out alive- this much I know

Ruler of the..
Ruler of the..
Ruler of the..
Ruler of the..

Grabbing victory out of the jaws of defeat
Is there no way out of the mind?
There are things to find
Chaos is a friend of mine-

Ruler of the..
Ruler of the..


Ruler of the..
Ruler of the..
Ruler of the..
Ruler of the..",en,"I have not slept for nights I look back over my shoulder just once That is right, nothing can hold me down I'll drag your body into the wild west But we will get out alive, this much I know Ruler of the.. Ruler of the.. Ruler of the.. Ruler of the.. Grabbing victory out of the jaws of defeat Is there no way out of the mind? There are things to find Chaos is a friend of mine Grabbing victory out of the jaws of defeat Is there no way out of the mind? There are things to find Chaos is a friend of mine It takes pressure to make a diamond out of coal Staring through clothes, I can see hearts where I go What I need now is a gut feeling to let me know What I need now is a gut feeling to let me know Ruler of the.. Ruler of the.. Ruler of the.. Ruler of the.. Grabbing victory out of the jaws of defeat Is there no way out of the mind? There are things to find Chaos is a friend of mine Grabbing victory out of the jaws of defeat Is there no way out of the mind? There are things to find Chaos is a friend of mine I have not slept for nights I look back over my shoulder just once That is right, nothing can hold me down I'll drag your body into the civil war But we will get out alive- this much I know Ruler of the.. Ruler of the.. Ruler of the.. Ruler of the.. Grabbing victory out of the jaws of defeat Is there no way out of the mind? There are things to find Chaos is a friend of mine- Ruler of the.. Ruler of the.. Ruler of the.. Ruler of the.. Ruler of the.. Ruler of the..",0.6543236970901489,2008.0,,
404,The Crippled Jazzer,259.0,This Is It And I Am It And You Are It And So Is That And He Is It And She Is It And It Is It And That Is That,2008,Marnie Stern,Rock,"Alternative Rock, Math Rock, Indie Rock",8760011,Canada,discogs,"3 ContributorsThe Crippled Jazzer LyricsDown in the delta
Caught in the valley
Drowned into sunlight
Sunk into holy
Losing minutes
Stuck in composing
Finding an angle
Hell-bent on choosing

And the heat
And the beat
It was good
It was good
And the beat
And the heat
It went on as it should

Warn all the dead
Losing my vision
Searching for tender
Grounding down slowly
Up in my head
Wanting collision
Rounding out sounds
Nothing is growing


And the heat
And the beat
It was good
It was good
And the beat
And the heat
It went on as it should
And the heat
And the beat
It was good
It was good
And the beat
Yes the beat
It went on as it should",en,Down in the delta Caught in the valley Drowned into sunlight Sunk into holy Losing minutes Stuck in composing Finding an angle Hell-bent on choosing And the heat And the beat It was good It was good And the beat And the heat It went on as it should Warn all the dead Losing my vision Searching for tender Grounding down slowly Up in my head Wanting collision Rounding out sounds Nothing is growing And the heat And the beat It was good It was good And the beat And the heat It went on as it should And the heat And the beat It was good It was good And the beat Yes the beat It went on as it should,0.7542486190795898,2008.0,,
405,Steely,240.0,This Is It And I Am It And You Are It And So Is That And He Is It And She Is It And It Is It And That Is That,2008,Marnie Stern,Rock,"Alternative Rock, Math Rock, Indie Rock",8760011,Canada,discogs,"3 ContributorsSteely LyricsWell take a look at her now
Tossed out! she got what she was after

Well what if you had a moment of love (Hello big sky)
With the sounds of the future
Can you imagine it up?
All I could do was just watch you walk away

Tell me your name!
This is no accident!
To be, or not, to be, or not
To want something good
To want something good!

I'm like a raging animation
I wonder what it's like to be one
I'm hoping it's true
I'm hoping for you, you, you!

Nothing can stop it (Nothing can stop it)
Nothing can stop it!
With the sounds of the future
Well can you imagine it up?
All I can do was just watch you walk away

Tell me your name!
This is no accident!
To be, or not, to be, or not
To want something good
To want something good!


I'm like a raging animation
I wonder what it's like to be one
I'm hoping it's true
I'm hoping for you, you, you!

These chances hold you back
These chances hold you back
It's the search that I crave
I always hear that song at the right time
""There's a party in his mind, and he hopes it never stops""
""And he hope it never stops""
""And he hope it never stops""
""And he hope it never stop""",en,"Well take a look at her now Tossed out! she got what she was after Well what if you had a moment of love (Hello big sky) With the sounds of the future Can you imagine it up? All I could do was just watch you walk away Tell me your name! This is no accident! To be, or not, to be, or not To want something good To want something good! I'm like a raging animation I wonder what it's like to be one I'm hoping it's true I'm hoping for you, you, you! Nothing can stop it (Nothing can stop it) Nothing can stop it! With the sounds of the future Well can you imagine it up? All I can do was just watch you walk away Tell me your name! This is no accident! To be, or not, to be, or not To want something good To want something good! I'm like a raging animation I wonder what it's like to be one I'm hoping it's true I'm hoping for you, you, you! These chances hold you back These chances hold you back It's the search that I crave I always hear that song at the right time ""There's a party in his mind, and he hopes it never stops"" ""And he hope it never stops"" ""And he hope it never stops"" ""And he hope it never stop""",0.9910203814506532,2008.0,,
